smiles,1syh score,4lde score,6y2f score,time (s)
S(=O)(=O)(N=[N+]=[N-])CCC1NC(=O)NC1=O,-8.8,-7.2,-4.7,10.675987482070925
O1C(C(=O)C2=C1Nc1c(N2)ccc([N+](=O)[O-])c1)c1cc(OC)ccc1,8.0,-10.0,-6.8,18.24193525314331
[O-][N+](=O)c1ccc(c2c(N=[N+]=[N-])cccc2)cc1,-9.1,-9.6,-6.1,12.014442682266235
S(Cc1cc(ccc1)C)c1nc(nc2nc[nH]c12)N,-6.8,-10.0,-6.4,13.571582317352297
O=C(NN)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-9.3,-8.2,-5.7,9.209887504577637
S(Cc1c(cccc1)C)c1nc(nc2nc[nH]c12)N,-6.9,-10.0,-6.7,12.553776979446411
[nH]1c2c(nc1)nc(nc2NN)N,-8.6,-7.1,-5.5,5.861766338348389
S=c1n(c(n[nH]1)c1ccc(n2c(nc3c(c2=O)cccc3)C)cc1)c1ccc(OC)cc1,11.8,-9.9,-7.1,47.53800845146179
OCCNc1c([N+](=O)[O-])c2nc[nH]c2cc1[N+](=O)[O-],-8.6,-7.2,-5.5,14.02542209625244
OCCC(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1)C(=O)O,-9.2,-8.9,-6.1,18.3493287563324
O=C(NNC(=O)NNc1ccc([N+](=O)[O-])cc1)c1ccncc1,-5.3,-9.9,-6.1,23.992048025131226
O=C(NNc1ccccc1)c1ccc([N+](=O)[O-])cc1,-2.2,-9.9,-5.9,17.804232358932495
O(c1cc2nc(cc(N=[N+]=[N-])c2cc1)C)C,-8.8,-8.3,-5.6,8.502922534942627
S=c1[nH]c2CCC(Cc2c(=O)[nH]1)C(=O)O,-8.9,-7.9,-5.6,8.280858278274536
S=C(N)c1ccc(C2Nc3c(N2)cccc3)cc1,2.6,-9.9,-6.5,11.032387018203735
OC(=O)C(N)Cc1c2c([nH]c1)ccc([N+](=O)[O-])c2,-9.1,-8.4,-6.1,12.43666124343872
S=c1nc([nH]c2NCC(=Nc12)CN(c1ccc(cc1)C(=O)O)C)N,-2.6,-9.5,-7.5,27.191844940185547
S(=O)(=O)([O-])c1cc(c2c3[n+](cc4c2cccc4)cccc3)ccc1,2.2,-9.6,-7.5,16.54214334487915
o1c(CNc2nc(nc3nc[nH]c23)NN)ccc1,-8.8,-8.3,-6.6,13.916850090026855
O(c1cc2c(c(c[n+]([O-])c2cc1)CO)CO)C,-8.6,-7.9,-5.8,9.743448495864868
Brc1ccc(C(=S)NC(=O)NS(=O)(=O)c2ccc(cc2)C)cc1,-2.6,-10.0,-6.5,25.35884118080139
o1c2c(oc1=O)ccc(c2)C(=O)C(=[N+]=[N-])C(=O)OCC,-9.0,-8.5,-5.8,15.8527729511261
[O-][N+](=O)c1c2nc[nH]c2cc([N+](=O)[O-])c1NC,-8.7,-7.1,-5.2,9.07036280632019
OC(=O)C(Nc1ncnc2nc[nH]c12)CCC(=O)O,-8.8,-8.1,-6.1,15.37792706489563
O=C1N(NC(=O)N)C(=O)c2c1cccc2,-9.4,-8.6,-5.7,7.44617772102356
S=c1n(c(n[nH]1)c1ccc(n2c(nc3c(c2=O)cccc3)C)cc1)c1ccccc1,13.3,-9.9,-7.2,31.280664920806885
O1C(C(=O)C2=C1Nc1c(N2)ccc([N+](=O)[O-])c1)c1ccccc1,7.8,-10.0,-6.6,13.93075704574585
Oc1c2c(C(=O)c3c(C2=O)cccc3)c([N+](=O)[O-])cc1,-6.5,-10.0,-6.5,9.412787199020386
Clc1c(C(=O)Nc2cc([N+](=O)[O-])ccc2O)cccc1,-2.7,-10.0,-6.6,13.38871932029724
O=C(NNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1)CC,-9.2,-8.5,-5.9,13.316582202911375
O=C1C(=CC(=O)C(=C1)N=[N+]=[N-])N=[N+]=[N-],-9.9,-8.3,-5.9,6.680347442626953
BrCC1(Nc2c(NC1=O)cc([N+](=O)[O-])cc2)CC(=O)C,-8.7,-8.0,-5.5,15.710346698760986
[nH]1c2c(nc1NN)ncnc2NN,-8.8,-7.2,-5.9,6.778794050216675
n1c(c2ccccc2)cc(nc1N=[N+]=[N-])N=[N+]=[N-],-8.5,-9.9,-6.5,9.920188426971436
Fc1cc2nccc(N=[N+]=[N-])c2cc1,-9.0,-7.9,-5.3,6.106210947036743
O=c1[nH][nH]c(=O)c2c1c([N+](=O)[O-])ccc2,-9.5,-9.0,-5.6,7.326475381851196
O=C(Nc1c([N+](=O)[O-])cc(cc1)C)Nc1ccc(NC(=O)C)cc1,25.5,-10.0,-6.4,26.426233291625977
s1c2c3[nH]c(=O)cc(c3c3c(c2c(=O)c2c1cccc2)cccc3)C,3.6,-3.2,-7.5,9.446573495864868
S=c1n(c2c([nH]1)cc([N+](=O)[O-])cc2)C(=O)Nc1c(cccc1)C(F)(F)F,11.1,-10.0,-7.2,22.98869562149048
O=c1[nH][nH]c(=O)c2c1cc([N+](=O)[O-])cc2,-9.2,-9.0,-5.5,6.913503408432007
Oc1c(CN2CCCC2)ccc2c1cc1c(c2O)C(=O)c2c(C1=O)cccc2,26.2,-9.5,-7.5,16.641380548477173
S=c1n2NC3(c4c(-c5c3cccc5)cccc4)C(=O)Nc2n[nH]1,4.3,-5.3,-7.6,9.262919425964355
O=C(Nc1cc([N+](=O)[O-])c(O)cc1)Cn1c(=O)[nH]c(=O)cc1,-3.3,-10.0,-6.5,17.521925926208496
S(=O)(=O)(N=[N+]=[N-])c1c(S(=O)(=O)N=[N+]=[N-])cccc1,-9.6,-7.4,-5.5,11.618310689926147
S(=O)(=O)(N)c1ccc(N=[N+]=[N-])cc1,-8.9,-7.9,-5.6,6.69249701499939
O=C1c2c(-c3c1cccc3N)ccc([N+](=O)[O-])c2,-9.8,-9.5,-6.3,8.54493260383606
Oc1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])C(=O)NN,-9.3,-8.6,-6.1,11.367252588272097
S(CC(=O)C1(O)C2(C(C3C(C4(C(=CC(=O)CC4)CC3)C)C(=O)C2)CC1)C)c1ncnc2nc[nH]c12,24.4,-5.5,-8.4,46.48627972602844
OC(=O)C(NCc1ccccc1)CC(=O)N,-8.6,-8.0,-5.3,15.121955871582031
O(c1c2nc3c(c(NNc4ccccc4)c2ccc1)ccc([N+](=O)[O-])c3)C,2.6,-7.3,-8.1,32.97562551498413
Clc1c(C(=O)NC(=S)Nc2c(OC)ccc(c2)C)ccc(Cl)c1,-2.0,-10.0,-6.1,25.248199701309204
Clc1c([N+](=O)[O-])cc(NC(=O)NNC(=O)CNC(=O)Nc2cc(ccc2)C(F)(F)F)cc1,9.8,-9.9,-7.2,56.99802803993225
Fc1c(C(N)(C)C(=O)O)cccc1,-8.8,-7.9,-5.4,6.91424560546875
S=C(/N=N/c1c2c(c(O)cc1)c(O)ccc2O)N,-7.1,-9.9,-6.5,10.576605796813965
[O-][N+](=O)c1c(NC(=O)NN)ccc([N+](=O)[O-])c1,-9.1,-8.8,-6.0,10.448930263519289
Oc1[nH]c2c(c1/N=N/c1c([N+](=O)[O-])cccc1)cc(cc2)C,-5.4,-10.0,-6.6,16.20934557914734
FC(F)(F)c1[nH]c2c(n1)nc(nc2N)N,-8.8,-7.7,-5.6,7.355884790420532
o1c(ccc1[N+](=O)[O-])C(=O)C(=[N+]=[N-])C(=O)OC,-8.8,-7.3,-5.5,11.488415479660034
Clc1c(NC(=S)NC(=O)CCc2ccccc2)cc(cc1)C(F)(F)F,-5.0,-10.0,-6.0,34.799513816833496
O1C(C(N=[N+]=[N-])CC1n1c(=O)[nH]c(=O)cc1)COC(c1ccccc1)(c1ccccc1)c1ccccc1,14.2,-9.9,-8.0,93.21684575080872
Clc1ccc(C(Nc2nc(nc3nc[nH]c23)NC(=O)C)c2ccc(Cl)cc2)cc1,3.1,-7.5,-8.2,45.4581081867218
O=C(Nc1c(NC(=O)c2ccccc2)ccc([N+](=O)[O-])c1)c1ccccc1,7.6,-8.4,-7.5,35.02780604362488
Oc1c(ccc(N=[N+]=[N-])c1)C(=O)OC,-8.6,-7.9,-5.3,7.622473955154419
O(c1cc2c(NC(=O)C2=O)c([N+](=O)[O-])c1)C,-8.7,-8.5,-5.6,8.529366731643677
S=c1nc[nH]c2n(C3CC4C(CCC5C4CCc4c5ccc(OC)c4)(C3=O)C)cnc12,20.3,-5.4,-7.7,28.183496475219727
N1=NC(=[N+]=[N-])c2c1cccc2,-9.2,-7.8,-5.0,4.337494611740112
O=C(NNC(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,9.5,-10.0,-6.2,18.475213766098022
Clc1c(OC(=O)NN)c([N+](=O)[O-])cc(Cl)c1,-9.2,-7.4,-5.5,9.836894989013672
S(C(CC(=O)O)C(=O)O)c1ncnc2nc[nH]c12,-8.9,-7.5,-5.8,13.72809600830078
Oc1c(cc2c(c1)cccc2)C(=O)N=[N+]=[N-],-9.0,-9.2,-5.9,8.077773809432983
O=C1C2C(C3C(C(CC3)C(O)(C)C)(C1)C)CCC1C2(CCC(O)C1)C,16.9,-6.1,-7.7,14.414214611053469
O=C1C2C(C3C(C(CC3)C(O)(C)C)(C1)C)CCC1C2(CCC(OC(=O)C)C1)C,18.2,-5.3,-7.6,21.9196560382843
S(=O)(=O)(NN)c1cc(cc(c1)C(=O)O)C(=O)O,-9.3,-8.3,-6.3,13.233410835266112
FC(F)(F)c1c(/N=C/c2c(O)cccc2)cccc1,-5.8,-9.9,-6.2,12.837323665618896
O=C1C(CCCCCC1C(=O)Nc1ccccc1)C(=O)Nc1ccccc1,12.9,-9.0,-8.0,37.53848361968994
O=C(Nc1ccccc1)C(N1C(=O)c2c(C1=O)cccc2)CCCN1C(=O)c2c(C1=O)cccc2,13.0,-7.6,-8.1,73.07593512535095
ClC(Cl)C(=O)Nc1cc2c3c(c(=O)[nH]c2cc1)cccc3,-1.9,-9.9,-6.5,11.914565563201904
o1c2c(c3c(c1=O)cccc3)ccc(NC(=O)N)c2,-5.6,-10.0,-6.7,9.86024022102356
O=C1c2c(-c3c1cc([N+](=O)[O-])cc3)c(/N=C/c1cc3OCOc3cc1)ccc2,5.6,-10.0,-7.8,26.096155166625977
Clc1cc2c(c3c([nH]c2=O)cc(NC(=O)C)cc3)cc1,1.0,-9.9,-6.6,9.921112775802612
O(c1c2nc(ccc2ccc1)C)CC(=O)O,-8.7,-7.7,-5.5,9.309535264968872
O=C(N1CCCCC1)C1C2C(=CCC1C(=O)N1CCCCC1)c1c(CC2)cccc1,24.7,-3.3,-7.6,29.481703758239743
O1C(c2c(CC1=O)cccc2)C(=O)O,-9.5,-8.6,-5.2,6.693009376525879
O=C(c1ccc(N)cc1)C(=O)c1ccc(N)cc1,-8.6,-9.9,-6.0,13.29932737350464
O1c2c(OC1)ccc(c2)C(=O)C(=O)c1ccccc1,-8.5,-10.0,-6.2,11.333447456359863
[O-][N+]12C3C4(C(Nc5c4cccc5)C4C(C3)C(=CCOC4CC(=O)O)C2)CC1,3.3,-7.2,-8.2,18.30186557769776
O=c1n2CCc3c(-c2cc2c1cccc2C)[nH]c1c3cccc1,2.9,-9.8,-7.5,9.400715827941896
O1C(C2C3Nc4c(C53C3N(CC5)CC(=CC1)C2C3)cccc4)CC(=O)O,7.4,-6.0,-7.8,17.634124279022217
O(c1cc(CC(N)C(=O)O)ccc1OC)C,-8.8,-7.2,-5.3,11.617048263549805
O(c1cc2[nH]cc(CCN(C)C)c2cc1)C(=O)c1ccccc1,-3.3,-9.9,-5.9,23.31693387031555
Clc1ccc(c2nc3nc(N)cc(NCc4ccc(S(=O)(=O)N)cc4)c3nc2)cc1,10.7,-9.9,-8.0,47.01305079460144
O(c1cc(CC(=O)C(=O)O)c([N+](=O)[O-])cc1)C,-8.9,-7.9,-5.7,14.085450649261476
O(c1cc2CCN(c2cc1)C(=O)c1c([N+](=O)[O-])cc2OCOc2c1)C(=O)c1cc2OCOc2cc1,15.9,-9.5,-7.8,54.10182285308838
[As](=CC(=O)c1ccccc1)(c1ccccc1)(c1ccccc1)c1ccccc1,6.7,-6.4,-8.1,38.27238750457764
S(=O)(=O)(N1C2CC3(CC1)C(=Nc1c3cccc1)c1c2c(OC)c(OC)cc1)c1ccc(cc1)C,19.9,-9.7,-8.3,42.31964683532715
N1(Cc2c([nH]c3c2cccc3)CC1)Cc1ccccc1,-3.2,-9.9,-6.3,11.562299489974976
O=C(C1N(CCN1c1ccccc1)c1ccccc1)c1ccccc1,3.2,-8.4,-7.5,24.951865434646606
OC(=O)C1C2C(C(C1c1c3c(oc4-c1ccc(=O)c4)cc(O)cc3)C=C2)C,0.1,-4.7,-7.7,21.334213733673096
O=C1NC(=O)NC1=C1CCCCC1,-9.2,-7.4,-5.1,5.36801290512085
Clc1c(CC2NC(=O)NC2=O)cccc1,-9.2,-8.1,-5.3,9.11128067970276
O=C(N(NC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1)c1ccc([N+](=O)[O-])cc1,9.0,-7.3,-7.7,44.04817652702332
C12C3C1c1c(C2c2c3cccc2)cccc1,-8.6,-9.7,-5.7,5.736530780792236
Clc1cc(S(=O)(=O)O)c(N)c(c1)C(=O)O,-8.9,-8.5,-5.6,8.90131664276123
S(=O)(=O)(c1ccc(cc1)C)c1n[nH]nc1,-8.7,-7.9,-5.5,8.01073408126831
O=C1C2CC(c3c2cccc3)c2c1cccc2,-7.5,-9.9,-6.2,5.893982410430908
o1c(c2ccc(OC)cc2)cc2c(c1=O)cccc2,-0.7,-10.0,-6.4,9.427067756652832
o1c(c(nc1c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C)c1ccccc1,5.8,-10.0,-6.9,19.98979902267456
S(=O)(=O)(OCC(O)C(O)COS(=O)(=O)c1ccc(cc1)C)c1ccc(cc1)C,-0.8,-9.9,-6.9,58.0697295665741
S(C(c1ccc(cc1)C)(c1ccccc1)c1ccccc1)CC(N)C(=O)O,-2.7,-7.3,-7.5,40.197834491729736
o1c2c3c(ccc2c(=O)cc1c1ccc(OC)cc1)c(O)ccc3,7.3,-10.0,-7.2,13.521470785140991
O=C(CC1N(C(CCC1)CC(=O)c1ccc(OC)cc1)C)c1ccc(OC)cc1,2.2,-9.9,-6.6,53.41129350662232
O1C2C3C4N(c5c(C64C4N(CC(C3C4)CC1)CC6)cccc5)C(=O)C2,2.1,-6.5,-7.5,9.972038269042969
O=C(NN)c1nc2c(nc1)cccc2,-8.8,-8.0,-5.9,7.121483087539673
O=C1c2c(-c3c1cc([N+](=O)[O-])cc3)cccc2C(=O)O,-8.7,-9.3,-6.9,11.257458209991457
ON=C1c2c(-c3c1cc([N+](=O)[O-])cc3)ccc([N+](=O)[O-])c2,-4.0,-9.9,-7.0,12.895313739776611
FC(F)(F)C(=O)Nc1cc2-c3c(Cc2cc1OC)cc(NC(=O)C(F)(F)F)cc3,58.1,-9.5,-7.5,31.45566177368164
Clc1c2c3c([nH]c(=O)c2ccc1)cc([N+](=O)[O-])cc3,-9.6,-8.5,-6.7,9.71923851966858
Clc1cc(c2nc3c(c(c2)C(=O)O)cccc3)ccc1,-4.5,-10.0,-6.7,11.986032009124756
O=c1[nH]c2c(NC(c3ccccc3)c3ccccc3)cc(nc2nc1)NC(=O)OCC,5.9,-9.9,-7.9,55.397114753723145
O1C(c2c(C1=O)c(c(cc2)C(=O)O)C(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,9.8,-4.0,-8.0,41.036826848983765
O=C1N(c2c(C1=O)cc([N+](=O)[O-])cc2)CC(=O)O,-8.9,-8.1,-6.3,11.40351414680481
Clc1c(OCC(=O)O)ccc([N+](=O)[O-])c1,-8.6,-7.5,-5.5,10.48750114440918
OC(=O)c1c(NCc2ccc([N+](=O)[O-])cc2)cccc1,-8.2,-9.9,-6.5,15.989865064620972
Clc1ccc(C(Nc2nc(nc(N)c2[N+](=O)[O-])N)c2ccc(Cl)cc2)cc1,0.0,-7.2,-7.5,43.00478911399841
Clc1cc(c2ccccc2)c([N+](=O)[O-])cc1[N+](=O)[O-],-7.2,-9.9,-5.9,12.746856927871704
S(C(c1ccccc1)(c1ccccc1)c1ccccc1)CC(NC(=O)C)C(=O)O,-3.2,-8.6,-7.7,44.46721124649048
OC1C2(C(C3C(C4(C(C=C3)CC(=O)CC4)C)CC2)CC1C(=O)COC(=O)C)C,16.2,-8.1,-7.9,22.48910689353943
OC1(C2(CC3C1(CCC1C3CC(C3(O)C1(CCC(O)C3)C)C)C)CC2)C,13.8,-4.3,-7.7,11.117223501205444
ClCCN(N=O)C(=O)Nc1cc2Cc3c(-c2cc1)cccc3,4.5,-9.9,-5.9,17.32201600074768
O(C1=C(NC(=O)C)C(=O)c2c(C1=O)cccc2)c1ccc(cc1)C,-2.6,-9.9,-6.5,20.657387495040894
O=c1n2CCCc2nc2[nH]ncc12,-9.1,-7.3,-5.1,6.024298667907715
OC(Cc1c(cccc1)C(=O)NN=C(C)C)(c1ccccc1)c1ccccc1,-1.0,-9.9,-7.3,43.74763941764832
N(=C(\N=C(N)N)/N)/c1nccnc1,-9.1,-6.2,-5.0,7.3623669147491455
Oc1ccc(/N=C(/N=C(N)N)\N)cc1,-9.6,-7.4,-5.5,8.999868631362915
OC(=O)c1ccc(Nc2nc([nH]n2)N)cc1,-8.8,-8.2,-6.2,10.13109564781189
O(c1c(/N=C(/N=C(N)N)\N)cccc1)C,-9.4,-7.2,-5.2,9.842763662338257
O(c1cc(/N=C(/N=C(N)N)\N)ccc1)C,-9.3,-7.5,-5.2,9.923577308654783
SCc1c(/N=C(/N=C(N)N)\N)cccc1,-9.5,-7.3,-5.2,10.874419689178469
N(=C(\N=C(N)N)/N)/c1cc(c(cc1)C)C,-9.2,-8.2,-5.8,9.972211837768556
OC(C(N)C(=O)O)c1cc(OC)cc(OC)c1,-8.9,-7.7,-5.7,13.611985206604004
O=C1c2c(C(=CC1=O)Nc1[nH]ncn1)cccc2,-9.9,-9.3,-6.4,10.94104266166687
O=C1c2c(C(=CC1=O)/N=C(/NC#N)\N)cccc2,-9.4,-8.5,-5.9,13.223359107971191
O=C1c2c(C(=CC1=O)Nc1nccnc1)cccc2,-8.7,-9.0,-6.4,12.258469581604004
OC1=C(C(C2=C(O)c3c(C(=O)C2=O)cccc3)c2c(O)cc(O)cc2)C(=O)C(=O)c2c1cccc2,15.8,-2.0,-8.8,47.274346351623535
OC1=C(C(C2=C(O)c3c(C(=O)C2=O)cccc3)c2ccc(cc2)CC(=O)N)C(=O)C(=O)c2c1cccc2,23.1,6.4,-8.5,63.67930316925049
O=C1CN(c2c1cc([N+](=O)[O-])cc2)C(=O)C,-9.3,-7.8,-5.6,7.66539740562439
OC(=O)c1c(NC(=O)C)ccc([N+](=O)[O-])c1,-9.5,-8.6,-5.5,9.935888290405272
OC(=O)c1c(NCC(=O)O)ccc([N+](=O)[O-])c1,-9.7,-8.3,-5.8,13.994901418685911
s1c(/N=N/c2c([N+](=O)[O-])cccc2)c(nc1N)c1ccccc1,-2.4,-8.0,-7.5,26.15365099906921
s1c(/N=N/c2c(cccc2)C(=O)O)c(nc1N)c1ccccc1,-1.8,-9.5,-7.6,27.43056631088257
s1c(/N=N/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2)c(nc1N)c1ccccc1,1.2,-8.7,-7.5,35.14012694358826
O=C1c2c(-c3c1cc([N+](=O)[O-])cc3)c(ccc2)C(=O)OC,-8.6,-9.4,-6.7,13.357394695281982
O=C1C2C(N(CC1)Cc1ccccc1)CCCC2,-6.9,-10.0,-5.7,10.971349954605104
Clc1cc(Oc2c(cc([N+](=O)[O-])cc2)C(=O)O)ccc1,-7.9,-10.0,-6.4,16.42719602584839
S(C(C(N)C(=O)O)(C)C)C(c1ccccc1)(c1ccccc1)c1ccccc1,-0.3,-7.1,-7.6,36.5805025100708
O1C(Nc2c(C1)cccc2)c1cc([N+](=O)[O-])ccc1,-5.2,-10.0,-6.8,10.635159969329834
S(=O)(=O)(O)c1ccc(Nc2c3c(c(NC)cc2)C(=O)c2c(C3=O)cccc2)cc1,20.9,-9.8,-7.8,32.40681481361389
S(=O)(=O)(O)c1c(/N=N/c2c(O)c(ccc2)C(=O)O)c2c(C(=O)c3c(C2=O)cccc3)cc1,12.0,-7.7,-7.8,46.5229606628418
[O-][N+](=O)c1cc(Nc2nnnc3c2cccc3)ccc1,-5.3,-9.9,-6.8,14.211450338363647
S(C(c1ccc(O)cc1)(c1ccccc1)c1ccccc1)CC(N)C(=O)O,-3.7,-7.9,-7.5,37.86141014099121
Clc1cc(CC(CC(=O)O)C(=O)O)ccc1,-9.6,-8.1,-5.6,13.246016263961792
Fc1ccc(C(=O)CC(=O)O)cc1,-8.7,-7.2,-4.9,8.841176748275757
O=c1[nH]c2c(cc1CC(=O)Nc1ccccc1)cccc2,-3.2,-9.9,-6.4,17.259963512420654
O=c1[nH]ncc2c1cc([N+](=O)[O-])cc2,-8.8,-8.5,-5.2,6.9018261432647705
O=C1N(CC(=O)NCc2ccccc2)C(=O)c2c1cccc2,-3.7,-10.0,-6.5,21.13191938400269
O=C1CCCCc2c1cc(O)c(O)c2,-9.3,-9.2,-5.8,6.051428079605103
OC(=O)c1c(cc(c([N+](=O)[O-])c1)C(=O)O)C,-8.6,-9.0,-5.7,9.516403198242188
OC(=O)c1ccc(C2=CCCC2)cc1,-8.6,-8.5,-5.2,8.03446912765503
OC(=O)c1ccc(C2=CCCCC2)cc1,-8.6,-8.7,-5.3,8.39812421798706
OC(=O)c1ccc(C2CCC2)cc1,-9.0,-8.0,-5.0,7.091563701629639
OC(=O)C(Cc1c(cccc1)C)CC(=O)O,-9.7,-8.0,-5.9,12.503891944885254
OC(=O)c1cc([N+](=O)[O-])c(N)c([N+](=O)[O-])c1,-8.9,-7.9,-5.7,9.545963287353516
OC(=O)c1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])C(=O)O,-9.5,-7.8,-5.5,11.829935789108276
OC(=O)CC(N)Cc1ccccc1,-9.0,-7.4,-5.2,9.525044918060305
Clc1ccc(CC(CC(=O)O)C(=O)O)cc1,-9.2,-8.2,-6.0,12.415531396865845
OC(=O)C(C(c1ccc(cc1)C(=O)O)(C)C)CC(=O)O,-8.8,-9.3,-6.3,17.244699478149414
OC(=O)c1c(N)c(ccc1C(=O)O)C(=O)O,-9.6,-8.7,-5.9,9.95881462097168
OC(=O)c1cc2c(c(N)ccc2)cc1,-9.4,-8.7,-5.4,6.86522388458252
Clc1c2c(-c3c(C2=O)cc([N+](=O)[O-])cc3)ccc1,-9.8,-9.1,-6.3,8.517943620681763
Clc1c2c3c([nH]c(=O)c2ccc1)cc(N)cc3,-8.6,-8.4,-6.1,7.385111331939697
S(=O)(=O)(O)c1c2c(nccc2)c(N)cc1,-9.1,-8.6,-5.2,7.186391592025757
[O-][N+](=O)c1c(n2ncc3c2nccc3)ccc([N+](=O)[O-])c1,-5.2,-10.0,-6.4,14.075159549713137
Clc1c(C(OC(=O)C)OC(=O)C)ccc([N+](=O)[O-])c1,-8.9,-7.7,-5.3,16.67720675468445
Oc1cc2-c(cc1=O)ccccc2,-8.8,-8.4,-5.3,5.683963060379028
S(=O)(=O)(CCCC)c1c(ccc(Nc2c3c(C(=O)c4c(C3=O)cccc4)c(O)cc2)c1)C,10.3,-9.0,-7.7,47.63188815116882
O1c2cc(C(O)CNC(=O)C)ccc2OC1,-8.6,-7.9,-5.7,11.283700704574583
OC1C(CC(CC1)C)C(O)CC1CC(=O)NC(=O)C1,-6.6,-9.9,-6.4,12.755507707595823
O=C1NC(=O)CC(Cc2nc(nc3C(CCCc23)C)N)C1,-4.6,-9.9,-6.7,13.65678334236145
O(C1C2C3N(c4c(C53C3N(CC5)C(=O)C(=O)C2C3)cc(OC)c(OC)c4)C(=O)C1)CC(=O)O,11.4,0.1,-8.3,34.402506589889526
O=C(Nc1cccnc1)c1cc(N2C(N=C(N=C2N)N)(C)C)ccc1,7.2,-10.0,-7.2,25.467283964157104
O1C2(OCC1)CC(=O)N(C(=O)C2)CCc1c2c([nH]c1)cccc2,-2.7,-10.0,-6.7,18.86323070526123
OC(c1c2c([nH]c1)cccc2)C(=O)N,-9.2,-8.0,-5.6,7.597146272659302
O1CCN(c2c3c(C(=O)c4c(c(N5CCOCC5)ccc4O)C3=O)c(O)cc2)CC1,13.3,2.0,-8.1,28.23493981361389
OCc1c2c(c(cc1)C)cccc2,-9.0,-8.4,-4.9,5.785322904586792
o1c2c(cc(n3c(=O)c4c(c5c(c3=O)cccc5)cccc4)cc2)c2c(c1=O)cccc2,36.0,-6.8,-8.2,24.584331035614014
Clc1c2c3c(c(=O)[nH]c2cc([N+](=O)[O-])c1)cccc3,-10.0,-8.3,-6.6,9.474977970123293
O=C1c2c(-c3c1c(N)ccc3)c([N+](=O)[O-])cc([N+](=O)[O-])c2,-9.7,-8.0,-6.4,13.247581958770752
Fc1cc2c(-c3c(C2=NO)cc(F)cc3)cc1,-8.7,-9.4,-6.3,7.18611741065979
OC1CC2C(CN3C(C2)c2[nH]c4c(c2CC3)cccc4)CC1,10.5,-9.9,-7.0,8.987345695495605
O=C1NC(C2=C1CC(=O)NC2=O)C,-8.7,-8.0,-5.0,5.337569713592529
[O-][N+](=O)c1c(c2[nH]c3c(n2)ccc([N+](=O)[O-])c3)cccc1,-2.8,-10.0,-6.5,13.384749174118042
Clc1cc2[nH]c(nc2cc1Cl)c1c([N+](=O)[O-])cccc1,-1.9,-9.9,-6.4,13.13085150718689
Fc1cc2c3n(c4c(n3)cccc4)c(nc2cc1)c1c(N)ccc(F)c1,2.8,-3.2,-8.0,18.093504905700684
n12c(nc3c1ccc(c3)C)c1c(nc2c2c(N)cccc2)cccc1,-1.8,-0.9,-8.0,14.909584522247314
FC(F)(F)c1[nH]c2c(c3nc4c(nc3c3c2nccc3)cccc4)c(=O)c1,5.6,-3.1,-8.1,14.551000118255615
[O-][N+](=O)c1c(/C=N/c2c(N)cc(c(c2)C)C)cccc1,0.1,-9.9,-6.2,12.592216730117798
O(c1c2[nH]c(=O)c(nc2c(OC)cc1)CCC(=O)O)C,-9.0,-8.0,-6.1,17.23982524871826
O=c1c2c3[nH]cc(c(=O)c3ccc2[nH]cc1C(=O)O)C(=O)O,-3.1,-9.5,-8.0,14.021916151046751
O=C(Nc1ccccc1)c1c(Cc2ccccc2)cccc1,-4.5,-9.9,-6.6,24.387326955795288
Clc1ccc(c2onc(c3ccccc3)c2)cc1,3.6,-9.9,-6.2,9.517776250839232
[As](=O)(O)(c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,4.0,-10.0,-6.9,15.902867078781128
P(=O)(O)(O)c1c(cc([N+](=O)[O-])cc1)C,-8.6,-8.0,-5.1,7.393474578857422
P(=O)(O)(O)c1c(ccc([N+](=O)[O-])c1)C(=O)O,-8.7,-8.3,-6.1,9.3922860622406
P(=O)(O)(O)c1c([N+](=O)[O-])cc(cc1)C(=O)O,-9.1,-8.4,-5.2,9.470057249069214
P(=O)(O)(O)c1c([N+](=O)[O-])c(ccc1)C(=O)O,-8.9,-8.1,-5.7,9.748029947280884
P(=O)(O)(O)c1c(c([N+](=O)[O-])ccc1)C(=O)O,-9.0,-8.7,-5.4,9.226293802261353
P(=O)(O)(O)c1c(cc([N+](=O)[O-])cc1)C(=O)O,-9.1,-8.7,-5.9,9.338122129440308
Clc1c([N+](=O)[O-])c(P(=O)(O)O)cc(c1)C,-8.8,-7.8,-5.3,9.8868670463562
P(=O)(O)(c1c(cc([N+](=O)[O-])cc1)C)c1c(cc([N+](=O)[O-])cc1)C,8.6,-10.0,-6.5,17.083040237426758
O=C1N(C(=O)c2c1c(c1c(c2)cccc1)c1ncccc1)c1ccccc1,10.6,-5.6,-7.5,21.37466406822205
